station_id,date,timestamp,hour,weekday,is_weekend,is_holiday,lag_1h,lag_24h,lag_168h,rolling_mean_24h,station_encoding,temperature_c,is_precipitation,charge_load_kwh
1,2026-08-15,2026-08-15 01:00:00,1,5,1,0,0.0,0.0,0.0,2.151667,0,16.44,0,0.0
1,2026-08-15,2026-08-15 02:00:00,2,5,1,0,0.0,0.0,0.0,2.151667,0,18.37,0,0.0
1,2026-08-15,2026-08-15 03:00:00,3,5,1,0,0.0,0.0,0.0,2.151667,0,17.2,0,0.0
1,2026-08-15,2026-08-15 04:00:00,4,5,1,0,0.0,0.0,0.0,2.151667,0,19.66,0,0.0
1,2026-08-15,2026-08-15 05:00:00,5,5,1,0,0.0,0.0,0.0,2.151667,0,20.62,0,0.0
1,2026-08-15,2026-08-15 06:00:00,6,5,1,0,0.0,0.0,0.0,2.151667,0,19.26,0,0.0
1,2026-08-15,2026-08-15 07:00:00,7,5,1,0,0.0,0.0,0.0,2.151667,0,20.39,0,0.0
1,2026-08-15,2026-08-15 08:00:00,8,5,1,0,0.0,0.0,0.0,2.151667,0,22.86,0,0.0
1,2026-08-15,2026-08-15 09:00:00,9,5,1,0,0.0,0.0,0.0,2.151667,0,22.68,0,0.0
1,2026-08-15,2026-08-15 10:00:00,10,5,1,0,0.0,0.0,0.0,2.151667,0,23.75,0,0.0
1,2026-08-15,2026-08-15 11:00:00,11,5,1,0,0.0,0.0,0.0,2.151667,0,22.22,0,0.0
1,2026-08-15,2026-08-15 12:00:00,12,5,1,0,0.0,20.97,0.0,2.151667,0,22.92,0,0.0
1,2026-08-15,2026-08-15 13:00:00,13,5,1,0,0.0,0.0,0.0,1.277917,0,24.83,0,0.0
1,2026-08-15,2026-08-15 14:00:00,14,5,1,0,0.0,0.0,0.0,1.277917,0,23.46,0,0.0
1,2026-08-15,2026-08-15 15:00:00,15,5,1,0,0.0,0.0,0.0,1.277917,0,23.45,1,0.0
1,2026-08-15,2026-08-15 16:00:00,16,5,1,0,0.0,0.0,0.0,1.277917,0,21.46,0,0.0
1,2026-08-15,2026-08-15 17:00:00,17,5,1,0,0.0,0.0,0.0,1.277917,0,21.04,0,0.0
1,2026-08-15,2026-08-15 18:00:00,18,5,1,0,0.0,30.67,0.0,1.277917,0,20.99,0,0.0
1,2026-08-15,2026-08-15 19:00:00,19,5,1,0,0.0,0.0,0.0,0.0,0,20.95,0,0.0
1,2026-08-15,2026-08-15 20:00:00,20,5,1,0,0.0,0.0,0.0,0.0,0,17.76,0,0.0
1,2026-08-15,2026-08-15 21:00:00,21,5,1,0,0.0,0.0,0.0,0.0,0,17.54,0,0.0
1,2026-08-15,2026-08-15 22:00:00,22,5,1,0,0.0,0.0,0.0,0.0,0,19.15,0,0.0
1,2026-08-15,2026-08-15 23:00:00,23,5,1,0,0.0,0.0,0.0,0.0,0,17.57,0,0.0
1,2026-08-16,2026-08-16 00:00:00,0,6,1,0,0.0,0.0,0.0,0.0,0,18.98,0,0.0
1,2026-08-16,2026-08-16 01:00:00,1,6,1,0,0.0,0.0,0.0,0.0,0,18.58,0,0.0
1,2026-08-16,2026-08-16 02:00:00,2,6,1,0,0.0,0.0,0.0,0.0,0,18.88,0,0.0
1,2026-08-16,2026-08-16 03:00:00,3,6,1,0,0.0,0.0,0.0,0.0,0,18.81,0,0.0
1,2026-08-16,2026-08-16 04:00:00,4,6,1,0,0.0,0.0,0.0,0.0,0,19.09,0,0.0
1,2026-08-16,2026-08-16 05:00:00,5,6,1,0,0.0,0.0,0.0,0.0,0,20.37,0,0.0
1,2026-08-16,2026-08-16 06:00:00,6,6,1,0,0.0,0.0,0.0,0.0,0,20.61,1,0.0
1,2026-08-16,2026-08-16 07:00:00,7,6,1,0,0.0,0.0,0.0,0.0,0,20.57,0,0.0
1,2026-08-16,2026-08-16 08:00:00,8,6,1,0,0.0,0.0,0.0,0.0,0,22.4,0,0.0
1,2026-08-16,2026-08-16 09:00:00,9,6,1,0,0.0,0.0,0.0,0.0,0,23.13,0,0.0
1,2026-08-16,2026-08-16 10:00:00,10,6,1,0,0.0,0.0,0.0,0.0,0,22.48,0,0.0
1,2026-08-16,2026-08-16 11:00:00,11,6,1,0,0.0,0.0,17.07,0.0,0,22.8,0,0.0
1,2026-08-16,2026-08-16 12:00:00,12,6,1,0,0.0,0.0,0.0,0.0,0,22.12,0,0.0
1,2026-08-16,2026-08-16 13:00:00,13,6,1,0,0.0,0.0,0.0,0.0,0,22.59,0,0.0
1,2026-08-16,2026-08-16 14:00:00,14,6,1,0,0.0,0.0,0.0,0.0,0,21.98,0,0.0
1,2026-08-16,2026-08-16 15:00:00,15,6,1,0,0.0,0.0,0.0,0.0,0,23.71,0,0.0
1,2026-08-16,2026-08-16 16:00:00,16,6,1,0,0.0,0.0,0.0,0.0,0,21.9,0,0.0
1,2026-08-16,2026-08-16 17:00:00,17,6,1,0,0.0,0.0,0.0,0.0,0,22.42,0,0.0
1,2026-08-16,2026-08-16 18:00:00,18,6,1,0,0.0,0.0,0.0,0.0,0,21.0,0,0.0
1,2026-08-16,2026-08-16 19:00:00,19,6,1,0,0.0,0.0,0.0,0.0,0,20.08,1,0.0
1,2026-08-16,2026-08-16 20:00:00,20,6,1,0,0.0,0.0,0.0,0.0,0,19.13,0,0.0
1,2026-08-16,2026-08-16 21:00:00,21,6,1,0,0.0,0.0,0.0,0.0,0,19.62,0,0.0
1,2026-08-16,2026-08-16 22:00:00,22,6,1,0,0.0,0.0,0.0,0.0,0,19.07,0,0.0
1,2026-08-16,2026-08-16 23:00:00,23,6,1,0,0.0,0.0,0.0,0.0,0,16.79,1,0.0
1,2026-08-17,2026-08-17 00:00:00,0,0,0,0,0.0,0.0,0.0,0.0,0,18.16,0,0.0
1,2026-08-17,2026-08-17 01:00:00,1,0,0,0,0.0,0.0,0.0,0.0,0,17.42,0,0.0
1,2026-08-17,2026-08-17 02:00:00,2,0,0,0,0.0,0.0,0.0,0.0,0,16.52,0,0.0
1,2026-08-17,2026-08-17 03:00:00,3,0,0,0,0.0,0.0,0.0,0.0,0,17.49,0,0.0
1,2026-08-17,2026-08-17 04:00:00,4,0,0,0,0.0,0.0,0.0,0.0,0,20.27,1,0.0
1,2026-08-17,2026-08-17 05:00:00,5,0,0,0,0.0,0.0,0.0,0.0,0,20.25,0,0.0
1,2026-08-17,2026-08-17 06:00:00,6,0,0,0,0.0,0.0,0.0,0.0,0,21.62,0,0.0
1,2026-08-17,2026-08-17 07:00:00,7,0,0,0,0.0,0.0,0.0,0.0,0,22.31,1,0.0
1,2026-08-17,2026-08-17 08:00:00,8,0,0,0,0.0,0.0,0.0,0.0,0,22.19,1,0.0
1,2026-08-17,2026-08-17 09:00:00,9,0,0,0,0.0,0.0,0.0,0.0,0,22.27,0,0.0
1,2026-08-17,2026-08-17 10:00:00,10,0,0,0,0.0,0.0,0.0,0.0,0,22.4,1,0.0
1,2026-08-17,2026-08-17 11:00:00,11,0,0,0,0.0,0.0,0.0,0.0,0,22.11,1,0.0
1,2026-08-17,2026-08-17 12:00:00,12,0,0,0,0.0,0.0,0.0,0.0,0,24.33,0,0.0
1,2026-08-17,2026-08-17 13:00:00,13,0,0,0,0.0,0.0,0.0,0.0,0,24.16,0,0.0
1,2026-08-17,2026-08-17 14:00:00,14,0,0,0,0.0,0.0,0.0,0.0,0,21.5,0,0.0
1,2026-08-17,2026-08-17 15:00:00,15,0,0,0,0.0,0.0,0.0,0.0,0,21.05,0,23.73
1,2026-08-17,2026-08-17 16:00:00,16,0,0,0,23.73,0.0,0.0,0.98875,0,20.4,0,0.0
1,2026-08-17,2026-08-17 17:00:00,17,0,0,0,0.0,0.0,0.0,0.98875,0,19.74,0,0.0
1,2026-08-17,2026-08-17 18:00:00,18,0,0,0,0.0,0.0,0.0,0.98875,0,19.36,0,0.0
1,2026-08-17,2026-08-17 19:00:00,19,0,0,0,0.0,0.0,0.0,0.98875,0,19.32,0,0.0
1,2026-08-17,2026-08-17 20:00:00,20,0,0,0,0.0,0.0,0.0,0.98875,0,19.55,0,0.0
1,2026-08-17,2026-08-17 21:00:00,21,0,0,0,0.0,0.0,46.08,0.98875,0,17.33,0,0.0
1,2026-08-17,2026-08-17 22:00:00,22,0,0,0,0.0,0.0,0.0,0.98875,0,18.16,0,0.0
1,2026-08-17,2026-08-17 23:00:00,23,0,0,0,0.0,0.0,0.0,0.98875,0,17.74,0,0.0
1,2026-08-18,2026-08-18 00:00:00,0,1,0,0,0.0,0.0,0.0,0.98875,0,17.7,1,0.0
1,2026-08-18,2026-08-18 01:00:00,1,1,0,0,0.0,0.0,0.0,0.98875,0,15.88,0,0.0
1,2026-08-18,2026-08-18 02:00:00,2,1,0,0,0.0,0.0,0.0,0.98875,0,17.64,0,0.0
1,2026-08-18,2026-08-18 03:00:00,3,1,0,0,0.0,0.0,0.0,0.98875,0,17.27,0,0.0
1,2026-08-18,2026-08-18 04:00:00,4,1,0,0,0.0,0.0,0.0,0.98875,0,18.45,0,0.0
1,2026-08-18,2026-08-18 05:00:00,5,1,0,0,0.0,0.0,0.0,0.98875,0,18.71,0,0.0
1,2026-08-18,2026-08-18 06:00:00,6,1,0,0,0.0,0.0,0.0,0.98875,0,21.16,0,0.0
1,2026-08-18,2026-08-18 07:00:00,7,1,0,0,0.0,0.0,0.0,0.98875,0,20.73,0,0.0
1,2026-08-18,2026-08-18 08:00:00,8,1,0,0,0.0,0.0,0.0,0.98875,0,22.2,0,0.0
1,2026-08-18,2026-08-18 09:00:00,9,1,0,0,0.0,0.0,0.0,0.98875,0,23.23,0,0.0
1,2026-08-18,2026-08-18 10:00:00,10,1,0,0,0.0,0.0,0.0,0.98875,0,22.18,0,0.0
1,2026-08-18,2026-08-18 11:00:00,11,1,0,0,0.0,0.0,0.0,0.98875,0,22.3,1,0.0
1,2026-08-18,2026-08-18 12:00:00,12,1,0,0,0.0,0.0,0.0,0.98875,0,23.1,0,0.0
1,2026-08-18,2026-08-18 13:00:00,13,1,0,0,0.0,0.0,0.0,0.98875,0,23.55,1,0.0
1,2026-08-18,2026-08-18 14:00:00,14,1,0,0,0.0,0.0,0.0,0.98875,0,21.55,0,0.0
1,2026-08-18,2026-08-18 15:00:00,15,1,0,0,0.0,23.73,0.0,0.98875,0,21.75,0,0.0
1,2026-08-18,2026-08-18 16:00:00,16,1,0,0,0.0,0.0,0.0,0.0,0,20.82,0,0.0
1,2026-08-18,2026-08-18 17:00:00,17,1,0,0,0.0,0.0,0.0,0.0,0,21.52,0,0.0
1,2026-08-18,2026-08-18 18:00:00,18,1,0,0,0.0,0.0,0.0,0.0,0,21.07,0,0.0
1,2026-08-18,2026-08-18 19:00:00,19,1,0,0,0.0,0.0,0.0,0.0,0,20.9,0,0.0
1,2026-08-18,2026-08-18 20:00:00,20,1,0,0,0.0,0.0,0.0,0.0,0,18.54,1,0.0
1,2026-08-18,2026-08-18 21:00:00,21,1,0,0,0.0,0.0,0.0,0.0,0,18.1,1,0.0
1,2026-08-18,2026-08-18 22:00:00,22,1,0,0,0.0,0.0,0.0,0.0,0,18.17,0,0.0
1,2026-08-18,2026-08-18 23:00:00,23,1,0,0,0.0,0.0,0.0,0.0,0,16.12,0,0.0
1,2026-08-19,2026-08-19 00:00:00,0,2,0,0,0.0,0.0,0.0,0.0,0,17.6,0,0.0
1,2026-08-19,2026-08-19 01:00:00,1,2,0,0,0.0,0.0,0.0,0.0,0,17.81,0,0.0
1,2026-08-19,2026-08-19 02:00:00,2,2,0,0,0.0,0.0,0.0,0.0,0,17.45,0,0.0
1,2026-08-19,2026-08-19 03:00:00,3,2,0,0,0.0,0.0,0.0,0.0,0,18.48,1,0.0
1,2026-08-19,2026-08-19 04:00:00,4,2,0,0,0.0,0.0,0.0,0.0,0,19.54,1,0.0
1,2026-08-19,2026-08-19 05:00:00,5,2,0,0,0.0,0.0,0.0,0.0,0,17.83,0,0.0
1,2026-08-19,2026-08-19 06:00:00,6,2,0,0,0.0,0.0,0.0,0.0,0,19.55,0,0.0
1,2026-08-19,2026-08-19 07:00:00,7,2,0,0,0.0,0.0,0.0,0.0,0,21.01,0,0.0
1,2026-08-19,2026-08-19 08:00:00,8,2,0,0,0.0,0.0,0.0,0.0,0,22.75,0,0.0
1,2026-08-19,2026-08-19 09:00:00,9,2,0,0,0.0,0.0,43.97,0.0,0,20.79,0,0.0
1,2026-08-19,2026-08-19 10:00:00,10,2,0,0,0.0,0.0,0.0,0.0,0,23.36,0,32.47
1,2026-08-19,2026-08-19 11:00:00,11,2,0,0,32.47,0.0,0.0,1.352917,0,22.52,1,0.0
1,2026-08-19,2026-08-19 12:00:00,12,2,0,0,0.0,0.0,0.0,1.352917,0,22.55,1,0.0
1,2026-08-19,2026-08-19 13:00:00,13,2,0,0,0.0,0.0,0.0,1.352917,0,21.92,0,0.0
1,2026-08-19,2026-08-19 14:00:00,14,2,0,0,0.0,0.0,0.0,1.352917,0,22.21,0,0.0
1,2026-08-19,2026-08-19 15:00:00,15,2,0,0,0.0,0.0,0.0,1.352917,0,22.32,0,0.0
1,2026-08-19,2026-08-19 16:00:00,16,2,0,0,0.0,0.0,0.0,1.352917,0,21.58,1,0.0
1,2026-08-19,2026-08-19 17:00:00,17,2,0,0,0.0,0.0,0.0,1.352917,0,22.25,0,0.0
1,2026-08-19,2026-08-19 18:00:00,18,2,0,0,0.0,0.0,0.0,1.352917,0,20.21,1,0.0
1,2026-08-19,2026-08-19 19:00:00,19,2,0,0,0.0,0.0,0.0,1.352917,0,19.12,0,0.0
1,2026-08-19,2026-08-19 20:00:00,20,2,0,0,0.0,0.0,0.0,1.352917,0,18.0,0,0.0
1,2026-08-19,2026-08-19 21:00:00,21,2,0,0,0.0,0.0,0.0,1.352917,0,19.06,0,0.0
1,2026-08-19,2026-08-19 22:00:00,22,2,0,0,0.0,0.0,0.0,1.352917,0,18.28,0,0.0
1,2026-08-19,2026-08-19 23:00:00,23,2,0,0,0.0,0.0,0.0,1.352917,0,17.44,0,0.0
1,2026-08-20,2026-08-20 00:00:00,0,3,0,0,0.0,0.0,0.0,1.352917,0,16.38,0,0.0
1,2026-08-20,2026-08-20 01:00:00,1,3,0,0,0.0,0.0,0.0,1.352917,0,16.94,0,0.0
1,2026-08-20,2026-08-20 02:00:00,2,3,0,0,0.0,0.0,0.0,1.352917,0,16.77,0,0.0
1,2026-08-20,2026-08-20 03:00:00,3,3,0,0,0.0,0.0,0.0,1.352917,0,18.66,0,0.0
1,2026-08-20,2026-08-20 04:00:00,4,3,0,0,0.0,0.0,0.0,1.352917,0,17.71,1,0.0
1,2026-08-20,2026-08-20 05:00:00,5,3,0,0,0.0,0.0,0.0,1.352917,0,18.8,0,0.0
1,2026-08-20,2026-08-20 06:00:00,6,3,0,0,0.0,0.0,0.0,1.352917,0,19.43,0,0.0
1,2026-08-20,2026-08-20 07:00:00,7,3,0,0,0.0,0.0,0.0,1.352917,0,20.54,0,0.0
1,2026-08-20,2026-08-20 08:00:00,8,3,0,0,0.0,0.0,0.0,1.352917,0,20.25,0,0.0
1,2026-08-20,2026-08-20 09:00:00,9,3,0,0,0.0,0.0,54.02,1.352917,0,23.36,0,0.0
1,2026-08-20,2026-08-20 10:00:00,10,3,0,0,0.0,32.47,0.0,1.352917,0,21.19,0,0.0
1,2026-08-20,2026-08-20 11:00:00,11,3,0,0,0.0,0.0,0.0,0.0,0,23.68,0,0.0
1,2026-08-20,2026-08-20 12:00:00,12,3,0,0,0.0,0.0,0.0,0.0,0,23.48,0,0.0
1,2026-08-20,2026-08-20 13:00:00,13,3,0,0,0.0,0.0,0.0,0.0,0,22.45,0,0.0
1,2026-08-20,2026-08-20 14:00:00,14,3,0,0,0.0,0.0,0.0,0.0,0,21.44,0,0.0
1,2026-08-20,2026-08-20 15:00:00,15,3,0,0,0.0,0.0,16.28,0.0,0,21.32,0,0.0
1,2026-08-20,2026-08-20 16:00:00,16,3,0,0,0.0,0.0,0.0,0.0,0,20.49,0,0.0
1,2026-08-20,2026-08-20 17:00:00,17,3,0,0,0.0,0.0,0.0,0.0,0,20.72,0,0.0
1,2026-08-20,2026-08-20 18:00:00,18,3,0,0,0.0,0.0,0.0,0.0,0,18.59,0,0.0
1,2026-08-20,2026-08-20 19:00:00,19,3,0,0,0.0,0.0,0.0,0.0,0,18.43,0,0.0
1,2026-08-20,2026-08-20 20:00:00,20,3,0,0,0.0,0.0,0.0,0.0,0,18.58,1,0.0
1,2026-08-20,2026-08-20 21:00:00,21,3,0,0,0.0,0.0,0.0,0.0,0,16.3,0,0.0
1,2026-08-20,2026-08-20 22:00:00,22,3,0,0,0.0,0.0,0.0,0.0,0,16.84,0,0.0
1,2026-08-20,2026-08-20 23:00:00,23,3,0,0,0.0,0.0,0.0,0.0,0,15.49,1,0.0
1,2026-08-21,2026-08-21 00:00:00,0,4,0,0,0.0,0.0,0.0,0.0,0,16.45,0,0.0
1,2026-08-21,2026-08-21 01:00:00,1,4,0,0,0.0,0.0,0.0,0.0,0,17.34,0,0.0
1,2026-08-21,2026-08-21 02:00:00,2,4,0,0,0.0,0.0,0.0,0.0,0,15.69,0,0.0
1,2026-08-21,2026-08-21 03:00:00,3,4,0,0,0.0,0.0,0.0,0.0,0,16.3,0,0.0
1,2026-08-21,2026-08-21 04:00:00,4,4,0,0,0.0,0.0,0.0,0.0,0,16.87,0,0.0
1,2026-08-21,2026-08-21 05:00:00,5,4,0,0,0.0,0.0,0.0,0.0,0,19.95,0,0.0
1,2026-08-21,2026-08-21 06:00:00,6,4,0,0,0.0,0.0,0.0,0.0,0,18.99,0,0.0
1,2026-08-21,2026-08-21 07:00:00,7,4,0,0,0.0,0.0,0.0,0.0,0,19.21,0,0.0
1,2026-08-21,2026-08-21 08:00:00,8,4,0,0,0.0,0.0,0.0,0.0,0,21.73,0,0.0
1,2026-08-21,2026-08-21 09:00:00,9,4,0,0,0.0,0.0,0.0,0.0,0,22.74,1,0.0
1,2026-08-21,2026-08-21 10:00:00,10,4,0,0,0.0,0.0,0.0,0.0,0,21.64,0,0.0
1,2026-08-21,2026-08-21 11:00:00,11,4,0,0,0.0,0.0,0.0,0.0,0,23.05,0,0.0
1,2026-08-21,2026-08-21 12:00:00,12,4,0,0,0.0,0.0,20.97,0.0,0,23.65,0,0.0
1,2026-08-21,2026-08-21 13:00:00,13,4,0,0,0.0,0.0,0.0,0.0,0,23.02,0,0.0
1,2026-08-21,2026-08-21 14:00:00,14,4,0,0,0.0,0.0,0.0,0.0,0,21.43,0,0.0
1,2026-08-21,2026-08-21 15:00:00,15,4,0,0,0.0,0.0,0.0,0.0,0,21.14,0,0.0
1,2026-08-21,2026-08-21 16:00:00,16,4,0,0,0.0,0.0,0.0,0.0,0,20.35,1,0.0
1,2026-08-21,2026-08-21 17:00:00,17,4,0,0,0.0,0.0,0.0,0.0,0,21.12,1,0.0
1,2026-08-21,2026-08-21 18:00:00,18,4,0,0,0.0,0.0,30.67,0.0,0,19.08,0,0.0
1,2026-08-21,2026-08-21 19:00:00,19,4,0,0,0.0,0.0,0.0,0.0,0,19.47,0,0.0
1,2026-08-21,2026-08-21 20:00:00,20,4,0,0,0.0,0.0,0.0,0.0,0,18.22,0,0.0
1,2026-08-21,2026-08-21 21:00:00,21,4,0,0,0.0,0.0,0.0,0.0,0,16.15,0,0.0
1,2026-08-21,2026-08-21 22:00:00,22,4,0,0,0.0,0.0,0.0,0.0,0,15.98,1,0.0
1,2026-08-21,2026-08-21 23:00:00,23,4,0,0,0.0,0.0,0.0,0.0,0,17.75,0,0.0
1,2026-08-22,2026-08-22 00:00:00,0,5,1,0,0.0,0.0,0.0,0.0,0,17.79,0,0.0
1,2026-08-22,2026-08-22 01:00:00,1,5,1,0,0.0,0.0,0.0,0.0,0,17.88,0,0.0
1,2026-08-22,2026-08-22 02:00:00,2,5,1,0,0.0,0.0,0.0,0.0,0,17.44,0,0.0
1,2026-08-22,2026-08-22 03:00:00,3,5,1,0,0.0,0.0,0.0,0.0,0,16.77,0,0.0
1,2026-08-22,2026-08-22 04:00:00,4,5,1,0,0.0,0.0,0.0,0.0,0,16.69,0,0.0
1,2026-08-22,2026-08-22 05:00:00,5,5,1,0,0.0,0.0,0.0,0.0,0,19.5,0,0.0
1,2026-08-22,2026-08-22 06:00:00,6,5,1,0,0.0,0.0,0.0,0.0,0,20.54,0,0.0
1,2026-08-22,2026-08-22 07:00:00,7,5,1,0,0.0,0.0,0.0,0.0,0,20.72,0,0.0
1,2026-08-22,2026-08-22 08:00:00,8,5,1,0,0.0,0.0,0.0,0.0,0,20.03,0,0.0
1,2026-08-22,2026-08-22 09:00:00,9,5,1,0,0.0,0.0,0.0,0.0,0,21.97,0,0.0
1,2026-08-22,2026-08-22 10:00:00,10,5,1,0,0.0,0.0,0.0,0.0,0,21.02,0,0.0
1,2026-08-22,2026-08-22 11:00:00,11,5,1,0,0.0,0.0,0.0,0.0,0,21.85,0,0.0
1,2026-08-22,2026-08-22 12:00:00,12,5,1,0,0.0,0.0,0.0,0.0,0,23.3,1,0.0
1,2026-08-22,2026-08-22 13:00:00,13,5,1,0,0.0,0.0,0.0,0.0,0,21.8,0,0.0
1,2026-08-22,2026-08-22 14:00:00,14,5,1,0,0.0,0.0,0.0,0.0,0,22.34,1,0.0
1,2026-08-22,2026-08-22 15:00:00,15,5,1,0,0.0,0.0,0.0,0.0,0,22.78,0,0.0
1,2026-08-22,2026-08-22 16:00:00,16,5,1,0,0.0,0.0,0.0,0.0,0,21.01,0,19.58
1,2026-08-22,2026-08-22 17:00:00,17,5,1,0,19.58,0.0,0.0,0.815833,0,21.26,0,0.0
1,2026-08-22,2026-08-22 18:00:00,18,5,1,0,0.0,0.0,0.0,0.815833,0,20.15,1,0.0
1,2026-08-22,2026-08-22 19:00:00,19,5,1,0,0.0,0.0,0.0,0.815833,0,18.55,0,0.0
1,2026-08-22,2026-08-22 20:00:00,20,5,1,0,0.0,0.0,0.0,0.815833,0,18.16,0,0.0
1,2026-08-22,2026-08-22 21:00:00,21,5,1,0,0.0,0.0,0.0,0.815833,0,17.45,0,0.0
1,2026-08-22,2026-08-22 22:00:00,22,5,1,0,0.0,0.0,0.0,0.815833,0,18.11,1,0.0
1,2026-08-22,2026-08-22 23:00:00,23,5,1,0,0.0,0.0,0.0,0.815833,0,17.56,1,0.0
1,2026-08-23,2026-08-23 00:00:00,0,6,1,0,0.0,0.0,0.0,0.815833,0,17.53,0,0.0
1,2026-08-23,2026-08-23 01:00:00,1,6,1,0,0.0,0.0,0.0,0.815833,0,17.72,0,0.0
1,2026-08-23,2026-08-23 02:00:00,2,6,1,0,0.0,0.0,0.0,0.815833,0,17.52,0,0.0
1,2026-08-23,2026-08-23 03:00:00,3,6,1,0,0.0,0.0,0.0,0.815833,0,18.7,1,0.0
1,2026-08-23,2026-08-23 04:00:00,4,6,1,0,0.0,0.0,0.0,0.815833,0,16.69,0,0.0
1,2026-08-23,2026-08-23 05:00:00,5,6,1,0,0.0,0.0,0.0,0.815833,0,17.31,0,0.0
